ReviewStar,
"It is very good to use this earphone but it has some issues like:1. It come out from ear while walking also.2. Battery life is not that longer as expected.3. The wires are too long, looks weird when not in use.",4
"Great, within the price range. MUST HAVE for the bass lovers. NO NOISE CANCELLATION (Not suitable for phone calls because the other person is unable to hear you due to noise. ) Overall great earphone as the price is concerned. BATTERY LIFE IS DECENT.",4
"Bluetooth Headphone from Boat always good. Especialy this one meet its specification.",4
"Sound quality....This product is value for _Ÿ’°.. nice sound quality.. deep pure bass, betterly balanced not overpowering but enough for a bass headed person.. mids are nice highs are clear and overall well built.. sturdy desingn....  I recommend it_Ÿ_—",5
"The sound quality and bass are superb.Great value for money.Tested it with both pc and phone,the sound quality remains same.Go for it..",5
"Very nice product.  Professionally designed. Worth for money.  Good bass effect and sound quality is also good, Very good battery back up.",5
"I got it on a great price and the item is so good , sound quality, bass fitting in ear all good,,But the delivery was too bad , I had to go 20 kms to pick my order , as the delivery person said that we can't give it to your location",5
"The headset is great for the price range.All the elements are good. I am using some of the  boat products and it has never let me down, atleast till now",5
"This is perfect product. sound quality is awesome medium rubber but regrades with small one... still is awesome.price is a bit more but overall product is nice.I'm loving it..",4
"I fall in love with there sound quality.The bass is very good and performance vice very rich.",5
"There's no noise cancellation feature. So when on calls the outside noises dominate our voice causing alot of disturbance for the other person taking the call. This is main reason this particular headset FAILS. Otherwise rest all features are great.",3
"I canâ€™t see any headphone with this type of bad listening experience , itâ€™s totally waste of money instead of purchasing boat headphones u can go for Samsung headphones in that price range itâ€™s really good sound quality is really bad of boat rockerz",1
"I liked it, very nice product .... value for money @999.  good sound/bass, range is also good",4
"Battery is showing at 80% and after that becoming totally dead.Need to charge again,  not even running a single day.",2
"Good sound. Doesn't seem to have 10mts range. Also if hand holding the phone is moving while walking, sound starts stuttering. Timely delivery though.",5
"Nice product for this price,Battery life is so good almost 9 to 10 hours.Bluetooth connectivity is very easy and comfortable.Sounds quality is good, Bass",5
"Too much bass which sometimes subsiding other music elements. Tried with 2-3 mobiles, canâ€™t reduce bass effect. Proper music lovers can ignore. Extreme bass lovers can give a try. Quality , Battery backup seems good.",3
"Best in class. Better than other high brand products. Battery back up is good. No problems with sound and connectivity problems. Go ahead without thinking.",5
"Overall, amazing earphones by Boat. Was skeptical at first, but I have now owned it for 2 months. Happy about it.My only issue would be the part around the neck. Gets uncomfortable and irritating in humid climates.",4
"I bought this product in December and in January i.e. almost within a month there is no sound from one earphone.I had contacted boat website to claim warranty two times but they are not registering the product.Not recommended at at all.",1
